,target,taxID
198,AF-A0A7S3IKS3-F1-model_v6,197538
199,AF-A0A6S7I9M5-F1-model_v6,317549
200,AF-A0A397EUN1-F1-model_v6,112090
201,AF-A0A7E4ZUG3-F1-model_v6,6233
202,AF-J9ER22-F1-model_v6,6293
203,AF-A0AAV3ANW8-F1-model_v6,30357
204,AF-A0A401SAX8-F1-model_v6,137246
205,AF-A0A158QCP8-F1-model_v6,6216
206,AF-A0A183K0Y5-F1-model_v6,6186
207,AF-A0A498LN81-F1-model_v6,84645
208,AF-A0A8R7TVF6-F1-model_v6,4572
209,AF-A0AAD4N178-F1-model_v6,166010
210,AF-A0A821N2H6-F1-model_v6,392032
211,AF-A0A4W5RTC8-F1-model_v6,62062
212,AF-A0A1I8ILG3-F1-model_v6,282301
213,AF-A0A8D8I353-F1-model_v6,7175
214,AF-A0A7S0IES8-F1-model_v6,38833
215,AF-A0A0A1U2R3-F1-model_v6,370355
216,AF-A0A2N9H8X9-F1-model_v6,28930
217,AF-A0A444UXD5-F1-model_v6,7906
218,AF-A0A4Z2C651-F1-model_v6,433685
219,AF-A0A087T591-F1-model_v6,407821
220,AF-A0A0R3QQZ3-F1-model_v6,42155
221,AF-A0AAF3EMF3-F1-model_v6,2138241
222,AF-A0AAV4H0F6-F1-model_v6,1093978
223,AF-A0A6V7MAV2-F1-model_v6,1563983
224,AF-A0AA36C590-F1-model_v6,96644
225,AF-A0A553QNW5-F1-model_v6,2873325
226,AF-A0A8S2MGE7-F1-model_v6,1234261
227,AF-A0A0V0VEE4-F1-model_v6,181606
228,AF-A0AAD3R0R7-F1-model_v6,270547
229,AF-A0A224YFY0-F1-model_v6,60191
230,AF-A0A7S0KAW6-F1-model_v6,38833
231,AF-A0A0P4W477-F1-model_v6,85551
232,AF-A0AAW2YN02-F1-model_v6,1008807
233,AF-A0AAE0WCQ3-F1-model_v6,2493646
234,AF-A0AAD4YFY2-F1-model_v6,230172
235,AF-A0A817HKZ7-F1-model_v6,2762512
236,AF-A0AAD7ZEB1-F1-model_v6,6984
237,3jac-assembly1_C,10090
238,AF-A0A812MT74-F1-model_v6,1519616
239,AF-A0A6V7M8E3-F1-model_v6,1563983
240,AF-A0A7S0DLL3-F1-model_v6,1561963
241,AF-A0A2J7R0H1-F1-model_v6,105785
242,AF-A0A401T3H2-F1-model_v6,137246
243,AF-A0A1S3QUK8-F1-model_v6,8030
244,AF-W8BRJ7-F1-model_v6,7213
245,AF-A0A8J2Q803-F1-model_v6,2874296
246,AF-A0A813B2L5-F1-model_v6,1628268
247,AF-A0A817EAU4-F1-model_v6,2762512
248,AF-A0A915E435-F1-model_v6,166011
249,AF-A0A6G1RCQ3-F1-model_v6,2861861
250,AF-A0A8J2M1T6-F1-model_v6,2874296
251,AF-A0A7S3Z6Q1-F1-model_v6,91324
252,AF-A0A6B2KXL2-F1-model_v6,1963864
253,6bpz-assembly1_A,10090
254,AF-A0A653DWX2-F1-model_v6,64391
255,AF-A0A8C4R4T6-F1-model_v6,7764
256,AF-A0A819E9B9-F1-model_v6,2762511
257,AF-A0A3P3YLB6-F1-model_v6,37360
258,AF-A0A183T6D2-F1-model_v6,70667
259,AF-Q4RWW2-F1-model_v6,99883
260,AF-N6U9E7-F1-model_v6,77166
261,AF-A0A817EMZ3-F1-model_v6,2762512
262,AF-A0A8X6UBH9-F1-model_v6,299642
263,AF-A0A7R9AWQ2-F1-model_v6,629360
264,AF-A0AAV2APG7-F1-model_v6,280406
265,AF-A0A9D3LZ23-F1-model_v6,7936
266,AF-A0AAV2APD1-F1-model_v6,280406
267,AF-A0A7R9F909-F1-model_v6,61472
268,AF-A0A812CG58-F1-model_v6,158019
269,AF-A0A914GN85-F1-model_v6,2598192
270,AF-A0A060WVG4-F1-model_v6,8022
271,AF-A0A915E1L6-F1-model_v6,166011
272,AF-A0A0P8XZA1-F1-model_v6,7217
273,AF-A0A182G146-F1-model_v6,7160
274,AF-A0A1E1IU37-F1-model_v6,5670
275,AF-G0NWW3-F1-model_v6,135651
276,AF-A0A314UCB2-F1-model_v6,2094558
277,AF-A0A9X8DKL7-F1-model_v6,112090
278,AF-A0AAW1V3U4-F1-model_v6,420089
279,AF-A0AAW1BSN8-F1-model_v6,8729
280,AF-A0AAW2YSQ4-F1-model_v6,1008807
281,AF-A0A0C2GXU0-F1-model_v6,51022
282,AF-A0A914QQ89-F1-model_v6,227884
283,AF-A0A1I8CWF5-F1-model_v6,34506
284,AF-A0AAV2JTX8-F1-model_v6,637954
285,AF-A0A1S3M1P2-F1-model_v6,8038
286,AF-A0A5J4XG18-F1-model_v6,2608996
287,AF-E3NQL2-F1-model_v6,31234
288,AF-A0AA36HJN2-F1-model_v6,2562239
289,AF-A0A653DFQ5-F1-model_v6,64391
290,AF-A0A2H1WK71-F1-model_v6,7108
291,AF-A0A8S2QNQ3-F1-model_v6,1234261
292,AF-A0A0L7KQS8-F1-model_v6,104452
293,AF-A0A0D2JHL8-F1-model_v6,145388
294,AF-A0A7S0DDN7-F1-model_v6,38833
295,AF-A0A820JUF7-F1-model_v6,392032
296,AF-A0A7S3SFH2-F1-model_v6,2903
297,AF-A0A7R9KTM4-F1-model_v6,1979941
298,AF-A0ABD0WTF1-F1-model_v6,75934
299,AF-A0AAR5PGD9-F1-model_v6,77166
300,AF-A0AAW2SHB8-F1-model_v6,2727403
301,AF-A0AAV9R8A6-F1-model_v6,28760
302,AF-A0A0K0FWJ2-F1-model_v6,75913
303,AF-A0A498LX91-F1-model_v6,84645
304,AF-A0A653DI00-F1-model_v6,64391
305,AF-A0A821T6Y7-F1-model_v6,392032
306,AF-M4BPS6-F1-model_v6,559515
307,AF-A0A267FZ22-F1-model_v6,282301
308,AF-N6TAG7-F1-model_v6,77166
309,AF-A0A060Y0R6-F1-model_v6,8022
310,AF-A0A067RJC4-F1-model_v6,136037
311,AF-A0A915ALZ1-F1-model_v6,6257
312,AF-A0A7S3SFH1-F1-model_v6,2903
313,AF-A0A183LV05-F1-model_v6,48269
314,AF-A0A183TW26-F1-model_v6,6265
315,AF-A0A0Q9X2B4-F1-model_v6,7260
316,AF-A0A6J1YUZ4-F1-model_v6,9691
317,AF-A0A3R7WY44-F1-model_v6,112090
318,AF-A0A653DJD9-F1-model_v6,64391
319,AF-A0A0Q9W7V8-F1-model_v6,7244
320,AF-V3ZZC9-F1-model_v6,225164
321,AF-A0A7R9AX44-F1-model_v6,629360
322,AF-A0A653DW18-F1-model_v6,64391
323,AF-A0A151PJG2-F1-model_v6,8496
324,AF-A0A0C2CLK3-F1-model_v6,51022
325,AF-A0A418AF49-F1-model_v6,157072
326,AF-A0A8S2P9Z6-F1-model_v6,392030
327,AF-A0A914FRR9-F1-model_v6,2598192
328,AF-A0AAD3M1G6-F1-model_v6,270547
329,AF-V8NFU7-F1-model_v6,8665
330,AF-A0A9P0GMA9-F1-model_v6,467358
331,AF-A0A060X2S1-F1-model_v6,8022
332,AF-A0A819HK95-F1-model_v6,2762511
333,AF-G9L1K3-F1-model_v6,9669
334,AF-B7PSR6-F1-model_v6,6945
335,AF-A0A6G3MDU1-F1-model_v6,69463
336,AF-A0AAV2LVJ1-F1-model_v6,637954
337,AF-A0A812QIN9-F1-model_v6,631055
338,AF-A0A183T903-F1-model_v6,70667
339,AF-A0A7S1I0S6-F1-model_v6,73025
340,AF-A0A8J4TZQ9-F1-model_v6,1594786
341,AF-A0A0D8XKP2-F1-model_v6,29172
342,AF-A0AAD4R722-F1-model_v6,166010
343,AF-A0A2A2M0E5-F1-model_v6,2018661
344,AF-A0AAD6NPW5-F1-model_v6,889485
345,AF-A0A819H799-F1-model_v6,433720
346,AF-A0AAW2WBM4-F1-model_v6,300843
347,AF-A0A3N0YZV0-F1-model_v6,495550
348,AF-A0A821AY38-F1-model_v6,2762512
349,AF-A0A1I8GRR1-F1-model_v6,282301
350,AF-A0A1S3M010-F1-model_v6,8030
351,AF-A0AAE9ADI6-F1-model_v6,6238
352,AF-A0A0D6MA53-F1-model_v6,53326
353,AF-A0AAW0NJJ2-F1-model_v6,88201
354,AF-A0A820HPW4-F1-model_v6,392032
355,AF-A0A1S3HSM4-F1-model_v6,7574
356,AF-A0A4C1UY82-F1-model_v6,151549
357,AF-A0A819HCB6-F1-model_v6,2762512
358,AF-A0A8J4SRX6-F1-model_v6,100268
359,AF-A0A0M3K839-F1-model_v6,6269
360,AF-A0A914TIV3-F1-model_v6,2598192
361,AF-C5KDI0-F1-model_v6,423536
362,AF-A0AAF3EM81-F1-model_v6,2138241
363,AF-A0A1W0X1X0-F1-model_v6,2072580
364,AF-A0A183AU97-F1-model_v6,27848
365,AF-A0A9D3RZT4-F1-model_v6,7936
366,AF-A0A1I7S5E3-F1-model_v6,6326
367,AF-A0A0N5AVK8-F1-model_v6,451379
368,AF-A0AAW2UT49-F1-model_v6,300843
369,AF-A0A226NGJ2-F1-model_v6,9009
370,AF-A0A835ZIV2-F1-model_v6,9940
371,AF-A0A8C2GDG4-F1-model_v6,7962
372,AF-A0AAV9SND7-F1-model_v6,28760
373,AF-A0A158PIP0-F1-model_v6,334426
374,AF-A0AAV2LVJ0-F1-model_v6,637954
375,AF-A0A7F8K7I5-F1-model_v6,9749
376,AF-A0A7F8RJW4-F1-model_v6,9713
377,AF-A0A914WY87-F1-model_v6,2011161
378,AF-A0A8S1L3E7-F1-model_v6,5886
379,AF-A0ABD2Z9J9-F1-model_v6,153742
380,AF-A0A914XDQ8-F1-model_v6,2011161
381,AF-A0AAD9PAP4-F1-model_v6,27915
382,AF-A0AAD7SSI6-F1-model_v6,143900
383,AF-X6N1S8-F1-model_v6,46433
384,AF-A0A8B6D5U3-F1-model_v6,29158
385,AF-A0A7S3SK61-F1-model_v6,2903
386,AF-A0A820WYB2-F1-model_v6,2762511
387,AF-A0A7R9P7Y6-F1-model_v6,61474
388,AF-A0A974HE43-F1-model_v6,8355
389,AF-A0A9P1CHE5-F1-model_v6,2562237
390,AF-A0A7F8QAV2-F1-model_v6,9713
391,AF-A0A3Q2E540-F1-model_v6,28743
392,AF-A0A7R8ZB90-F1-model_v6,61478
393,AF-A0A914W9E5-F1-model_v6,2011161
394,AF-A0AAV2HH44-F1-model_v6,6523
395,AF-A0A1I8IZC9-F1-model_v6,282301
396,AF-A0A1Z5LH12-F1-model_v6,6938
397,AF-A0ABD2QNI6-F1-model_v6,1844966
398,AF-G0PEK7-F1-model_v6,135651
399,AF-A0A8K0K6C6-F1-model_v6,123851
400,AF-A0A822ATN0-F1-model_v6,2762511
401,AF-A0A7S1QMS3-F1-model_v6,2925
402,AF-A0A914Y1Z1-F1-model_v6,310955
403,AF-A0AA88LJ86-F1-model_v6,6661
404,AF-A0A556VCH7-F1-model_v6,175774
405,AF-A0A158QWY7-F1-model_v6,27835
406,AF-A0A1B0CLH2-F1-model_v6,7200
407,AF-A0A0Q9WFA2-F1-model_v6,7244
408,AF-A7RMM3-F1-model_v6,45351
409,AF-K1RGF7-F1-model_v6,29159
410,AF-A0A2P4SQD4-F1-model_v6,9083
411,AF-A0A183H0E9-F1-model_v6,387005
412,AF-A0A6A4LSQ3-F1-model_v6,262921
413,AF-A0AAJ8B0T9-F1-model_v6,8187
414,AF-A0A183DPV4-F1-model_v6,637853
415,AF-A0A8R1DPN1-F1-model_v6,281687
416,AF-G0R6D7-F1-model_v6,5932
417,AF-A0A087UY53-F1-model_v6,407821
418,AF-G3N9E4-F1-model_v6,69293
419,AF-A0A5C6PHQ5-F1-model_v6,433684
420,AF-A0A5N4CHM3-F1-model_v6,9838
421,AF-A0AAE9A6J5-F1-model_v6,6238
422,AF-A0AAV1A2G6-F1-model_v6,3906
423,AF-A0A653DHF1-F1-model_v6,64391
424,AF-A0A1I8EJ69-F1-model_v6,6293
425,AF-A0A0G4ILN4-F1-model_v6,37360
426,AF-A0A9P0E2U6-F1-model_v6,85310
427,AF-V5I8F8-F1-model_v6,217634
428,AF-A0AAR2KWH7-F1-model_v6,42514
429,AF-A0A091DNK6-F1-model_v6,885580
430,AF-A0A8B9HS83-F1-model_v6,7994
431,AF-A0A0N5DC76-F1-model_v6,103827
432,AF-A0A1V4J962-F1-model_v6,372326
433,AF-A0A1R2CWL8-F1-model_v6,5963
434,AF-A0A915NIH3-F1-model_v6,298350
435,AF-A0A8C3K900-F1-model_v6,425635
436,AF-A0A1A8QVW0-F1-model_v6,451742
437,AF-A0A0C2GSY1-F1-model_v6,51022
438,AF-A0A7S0D1J4-F1-model_v6,1561963
439,AF-A0A6B2G036-F1-model_v6,59785
440,AF-A0A9J2P616-F1-model_v6,6252
441,AF-A0A8D8SEV2-F1-model_v6,428564
442,AF-A0A8S2EQE7-F1-model_v6,1234261
443,AF-A0A2G8LNW3-F1-model_v6,307972
444,AF-H3H5Q4-F1-model_v6,164328
445,AF-A0A821YIX7-F1-model_v6,2762511
446,AF-A0A973YGQ3-F1-model_v6,468512
447,AF-A0A6I9MWS8-F1-model_v6,8208
448,AF-A0AAV2LVL7-F1-model_v6,637954
449,AF-A0A6F9CMR8-F1-model_v6,861768
450,AF-A0ABD1KS39-F1-model_v6,363190
451,AF-A0A3S1BPS2-F1-model_v6,188477
452,AF-A0A7R9B0Y0-F1-model_v6,629360
453,AF-A0A8S3Z5V8-F1-model_v6,100452
454,AF-A0A8K0GGP8-F1-model_v6,2038154
455,AF-T1F269-F1-model_v6,6412
456,AF-A0A158QJ81-F1-model_v6,102285
457,AF-A0A8X7YH43-F1-model_v6,118781
458,AF-F6X7Y7-F1-model_v6,13616
459,AF-A0A813JU87-F1-model_v6,89957
460,AF-A0A7S4UU07-F1-model_v6,311494
461,AF-A0A820W1M7-F1-model_v6,2762511
462,AF-A0A6S7J1J6-F1-model_v6,317549
463,AF-A0A1V9Y3U5-F1-model_v6,418985
464,AF-A0A484KVJ1-F1-model_v6,132261
465,AF-A0AB34GI10-F1-model_v6,9764
466,AF-A0AAF3J481-F1-model_v6,2138241
467,AF-A0A6V7WRF5-F1-model_v6,390850
468,AF-A0A4Y2IWL4-F1-model_v6,182803
469,AF-C3ZZL8-F1-model_v6,7739
470,AF-A0A2J8RFQ9-F1-model_v6,9601
471,AF-A0A060WXK8-F1-model_v6,8022
472,AF-A0A812NIS7-F1-model_v6,878477
473,AF-A0A3R7KKV7-F1-model_v6,5698
474,AF-A0AA47MNW2-F1-model_v6,89951
475,AF-A0A443S1R6-F1-model_v6,299467
476,AF-A0A6A4QPP6-F1-model_v6,3870
477,AF-A0A6V7VKY9-F1-model_v6,390850
478,AF-A0A8S1DEM2-F1-model_v6,197152
479,AF-A0A7S3Z4R3-F1-model_v6,91324
480,AF-A0AAV6PCR6-F1-model_v6,28829
481,AF-A0A7R9L235-F1-model_v6,1979941
482,AF-A7T173-F1-model_v6,45351
483,AF-A0AAV7ZLP2-F1-model_v6,1746091
484,AF-A0A7S3BN79-F1-model_v6,676789
485,AF-A0A974HE50-F1-model_v6,8355
486,AF-A0A8C2YS04-F1-model_v6,34839
487,AF-A0A9D4IDV1-F1-model_v6,45954
488,AF-A0AAD9NQ86-F1-model_v6,27915
489,AF-A0AAV8VBX7-F1-model_v6,1586481
490,AF-A0A835U5U2-F1-model_v6,51239
491,AF-A0A8S3Z0Q3-F1-model_v6,100452
492,AF-A0A0L0FU33-F1-model_v6,667725
493,AF-A0A8S4BXM3-F1-model_v6,238744
494,AF-A0A0R1E8N1-F1-model_v6,7245
495,MGYP001428331725,946362
496,AF-A0A8C4RYS8-F1-model_v6,27687
497,AF-A0A0D8XPP7-F1-model_v6,29172
498,AF-A0A8S4DJ59-F1-model_v6,51655
499,AF-A0A183AS46-F1-model_v6,27848
500,AF-A0A817H2W5-F1-model_v6,2762512
501,AF-A0AAD7SQN5-F1-model_v6,143900
502,AF-A0AAZ3QBH6-F1-model_v6,74940
503,AF-A0A8B9Q8Q4-F1-model_v6,8824
504,AF-A0A183I937-F1-model_v6,241478
505,AF-A0A7S4EXY0-F1-model_v6,13221
506,AF-A0A669F8I7-F1-model_v6,8128
507,AF-A0A6B2L0Y6-F1-model_v6,1963864
508,AF-A0A6P4ED45-F1-model_v6,1041015
509,AF-A0A2J7R0H6-F1-model_v6,105785
510,AF-A0A8S3YUI8-F1-model_v6,100452
511,AF-A0A0L7KV50-F1-model_v6,104452
512,AF-A0A914XE30-F1-model_v6,2011161
513,AF-D2I3S8-F1-model_v6,9646
514,AF-A0A177AQG0-F1-model_v6,1819745
515,AF-A0A183JCV8-F1-model_v6,6186
516,AF-A0A8B9NCQ2-F1-model_v6,211598
517,AF-F6R5V5-F1-model_v6,7719
518,AF-A0A9D4NVW3-F1-model_v6,6954
519,AF-V8PBC7-F1-model_v6,8665
520,AF-A0A8J8P6A3-F1-model_v6,5974
521,AF-A0ABD2QRI7-F1-model_v6,1844966
522,AF-A0A368GKK6-F1-model_v6,29170
523,AF-A0A9N9QVJ7-F1-model_v6,40085
524,AF-A0A368GPS0-F1-model_v6,29170
525,AF-A0AAD6AEM4-F1-model_v6,1090488
526,AF-A0A915APT4-F1-model_v6,6257
527,AF-A0A914XSB9-F1-model_v6,2011161
528,AF-A0A556V194-F1-model_v6,175774
529,AF-A0A3Q1GE93-F1-model_v6,80966
530,AF-A0A914YQC1-F1-model_v6,310955
531,AF-A0AAV2LVK2-F1-model_v6,637954
532,AF-A0A821TR04-F1-model_v6,2762511
533,AF-A0A3P7FGZ1-F1-model_v6,6293
534,AF-A0ABD2QNM9-F1-model_v6,1844966
535,AF-A0A8C0UDY1-F1-model_v6,156563
536,AF-A0A1W7R470-F1-model_v6,7160
537,AF-A0A9Q0WY45-F1-model_v6,77065
538,AF-E4WT37-F1-model_v6,34765
