,identifier,cluster,size,is_representative,identity
243,AF-A0A817NR70-F1-mo,33,1279,False,100.0
244,AF-A0A1A8AGX9-F1-mo,34,1278,True,100.0
245,AF-A0A1A8VHR4-F1-mo,34,953,False,100.0
246,AF-A0A1A8LFP5-F1-mo,34,246,False,99.59
247,AF-A0A1A8BKI5-F1-mo,34,359,False,98.61
248,AF-A0A1A8AGX9-F1-mo,34,1278,False,100.0
249,AF-A0A1A8VHR4-F1-mo,34,953,False,100.0
250,AF-A0A1A8LFP5-F1-mo,34,246,False,99.59
251,AF-A0A8S2LA96-F1-mo,35,1277,True,100.0
252,AF-A0A8S2XQX1-F1-mo,35,503,False,97.22
253,AF-A0A819JXB5-F1-mo,35,659,False,98.48
254,AF-A0A816RAD3-F1-mo,35,586,False,99.15
255,AF-A0A8S2LA96-F1-mo,35,1277,False,100.0
256,AF-A0A8S2XQX1-F1-mo,35,503,False,97.22
257,AF-A0A819JXB5-F1-mo,35,659,False,98.48
258,AF-A0A816RAD3-F1-mo,35,586,False,99.15
259,AF-A0A7J7JSE9-F1-mo,36,1276,True,100.0
260,AF-A0A7J7JSE9-F1-mo,36,1276,False,100.0
261,AF-A0A6H5H055-F1-mo,37,1271,True,100.0
262,AF-A0A6H5H055-F1-mo,37,1271,False,100.0
263,AF-A0A653DHE2-F1-mo,38,1270,True,100.0
264,AF-A0A653DHE5-F1-mo,38,704,False,100.0
265,AF-A0A653DHE8-F1-mo,38,556,False,100.0
266,AF-A0A653DHE2-F1-mo,38,1270,False,100.0
267,AF-A0A653DHE8-F1-mo,38,556,False,100.0
268,AF-A0A653DHE5-F1-mo,38,704,False,100.0
269,AF-A0A480KZG1-F1-mo,39,1269,True,100.0
270,AF-A0A480KZG1-F1-mo,39,1269,False,100.0
271,AF-A0A9P0MBU3-F1-mo,40,983,False,99.19
272,AF-A0A9P0M8D5-F1-mo,40,1268,True,100.0
273,AF-A0A9P0MBU3-F1-mo,40,983,False,99.19
274,AF-A0A9P0M8D5-F1-mo,40,1268,False,100.0
275,AF-A0A158Q727-F1-mo,41,1268,True,100.0
276,AF-A0A158Q727-F1-mo,41,1268,False,100.0
277,AF-A0A2H1X0Q2-F1-mo,42,1266,True,100.0
278,AF-A0A2H1X0Q2-F1-mo,42,1266,False,100.0
279,AF-A0A1I8EMU6-F1-mo,43,1262,True,100.0
280,AF-A0A1I8EMU6-F1-mo,43,1262,False,100.0
281,AF-A0A6J2YXD6-F1-mo,44,1260,True,100.0
282,AF-A0A6J2YXD6-F1-mo,44,1260,False,100.0
283,AF-A0A6C0PNJ5-F1-mo,45,1259,True,100.0
284,AF-A0A6C0PNJ5-F1-mo,45,1259,False,100.0
285,AF-A0A0Q5UK93-F1-mo,46,1247,True,100.0
286,AF-A0A0Q5UK93-F1-mo,46,1247,False,100.0
287,AF-A0A0A1U646-F1-mo,47,1245,True,100.0
288,AF-A0A0A1U646-F1-mo,47,1245,False,100.0
289,AF-A0A7J8CKB3-F1-mo,48,1239,True,100.0
290,AF-A0A7J8CKB3-F1-mo,48,1239,False,100.0
291,AF-A0A8T0F7P9-F1-mo,49,1237,True,100.0
292,AF-A0A8T0F7P9-F1-mo,49,1237,False,100.0
293,AF-A0A1B6FU70-F1-mo,50,1236,True,100.0
294,AF-A0A1B6HYC3-F1-mo,50,716,False,97.77
295,AF-A0A1B6LKF3-F1-mo,50,330,False,97.58
296,AF-A0A1B6FU70-F1-mo,50,1236,False,100.0
297,AF-A0A1B6HYC3-F1-mo,50,716,False,97.77
298,AF-A0A1B6LKF3-F1-mo,50,330,False,97.58
299,AF-A0A8C2B9A3-F1-mo,51,1233,True,100.0
300,AF-A0A8C2B9A3-F1-mo,51,1233,False,100.0
301,AF-A0A5J4XY78-F1-mo,52,1230,True,100.0
302,AF-A0A5J4XG20-F1-mo,52,350,False,100.0
303,AF-A0A5J4XG20-F1-mo,52,350,False,100.0
304,AF-A0A5J4XY78-F1-mo,52,1230,False,100.0
305,AF-A0A914YNX1-F1-mo,53,1229,True,100.0
306,AF-A0A914QYL8-F1-mo,53,324,False,91.67
307,AF-A0A914YNX1-F1-mo,53,1229,False,100.0
308,AF-A0A914QYL8-F1-mo,53,324,False,91.67
309,AF-A0A3N0XQA4-F1-mo,54,1228,True,100.0
310,AF-A0A3N0XQA4-F1-mo,54,1228,False,100.0
311,AF-A0A226EIU0-F1-mo,55,1223,True,100.0
312,AF-A0A226EIU0-F1-mo,55,1223,False,100.0
313,AF-A0A6A4MBG7-F1-mo,56,1223,True,100.0
314,AF-A0A6A4MBG7-F1-mo,56,1223,False,100.0
315,8imz-assembly1_A,57,1223,True,100.0
316,8imz-assembly1_A,57,1223,False,100.0
317,AF-A0AAV6VPB1-F1-mo,58,1222,True,100.0
318,AF-A0AAV6VPB1-F1-mo,58,1222,False,100.0
319,AF-A0A8T3E3G7-F1-mo,59,1219,True,100.0
320,AF-A0A8T3E3G7-F1-mo,59,1219,False,100.0
321,AF-A0A8C6VJD5-F1-mo,60,1219,True,100.0
322,AF-A0A8C6VJD5-F1-mo,60,1219,False,100.0
323,AF-A0A3Q3G502-F1-mo,61,1216,True,100.0
324,AF-A0A3Q3G502-F1-mo,61,1216,False,100.0
325,AF-A0A0V1FX63-F1-mo,62,1215,True,100.0
326,AF-A0A0V1FX63-F1-mo,62,1215,False,100.0
327,AF-A0A9P0M3N9-F1-mo,63,1214,True,100.0
328,AF-A0A9P0M3N9-F1-mo,63,1214,False,100.0
329,AF-A0A2S2PLH3-F1-mo,64,1124,False,93.51
330,AF-A0A2S2NRA1-F1-mo,64,1213,True,100.0
331,AF-A0A2S2PLH3-F1-mo,64,1124,False,93.51
332,AF-A0A2S2NRA1-F1-mo,64,1213,False,100.0
333,AF-A0A0N5B170-F1-mo,65,1212,True,100.0
334,AF-A0A0N5B170-F1-mo,65,1212,False,100.0
335,AF-A0A9P0M5D4-F1-mo,66,1208,True,100.0
336,AF-A0A9P0M5D4-F1-mo,66,1208,False,100.0
337,AF-A0A9P0KR01-F1-mo,67,1207,True,100.0
338,AF-A0A9P0KR01-F1-mo,67,1207,False,100.0
339,AF-A0A0V1HAQ3-F1-mo,68,1048,False,92.56
340,AF-A0A0V1E9W0-F1-mo,68,1204,True,100.0
341,AF-A0A1Y3EJK3-F1-mo,68,221,False,90.05
342,AF-A0A0V1HAQ3-F1-mo,68,1048,False,92.56
343,AF-A0A0V1E9W0-F1-mo,68,1204,False,100.0
344,AF-A0A4U5PAW8-F1-mo,69,1204,True,100.0
345,AF-A0A4U5PBC2-F1-mo,69,1167,False,92.8
346,AF-A0A4U5PAW8-F1-mo,69,1204,False,100.0
347,AF-A0A4U5PBC2-F1-mo,69,1167,False,92.8
348,AF-A0AAV9R4T2-F1-mo,70,1201,True,100.0
349,AF-A0AAV9R4T2-F1-mo,70,1201,False,100.0
350,AF-A0A915ANH7-F1-mo,71,1200,True,100.0
351,AF-A0A915AKP2-F1-mo,71,709,False,90.27
352,AF-A0A915ALN6-F1-mo,71,585,False,100.0
353,AF-A0A915AKQ1-F1-mo,71,397,False,99.5
354,AF-A0A915ANH7-F1-mo,71,1200,False,100.0
355,AF-A0A915AKP2-F1-mo,71,709,False,90.27
356,AF-A0A915ALN6-F1-mo,71,585,False,100.0
357,AF-A0A915AKQ1-F1-mo,71,397,False,99.5
358,AF-A0A914UZ51-F1-mo,72,1199,True,100.0
359,AF-A0A914UZ51-F1-mo,72,1199,False,100.0
360,AF-A0AAV2PTF5-F1-mo,73,1198,True,100.0
361,AF-A0AAV2PTF5-F1-mo,73,1198,False,100.0
362,AF-A0A8T0ZJ80-F1-mo,74,1196,True,100.0
363,AF-A0A8T0ZJ80-F1-mo,74,1196,False,100.0
364,AF-A0A0A9XEI2-F1-mo,75,1195,True,100.0
365,AF-A0A0A9XJE5-F1-mo,75,398,False,91.71
366,AF-A0A0A9XEI2-F1-mo,75,1195,False,100.0
367,AF-A0A0A9XJE5-F1-mo,75,398,False,91.71
368,AF-A0A315VGY0-F1-mo,76,1189,True,100.0
369,AF-A0A0S7EXW5-F1-mo,76,391,False,97.44
370,AF-A0A315VGY0-F1-mo,76,1189,False,100.0
371,AF-A0A0S7EXW5-F1-mo,76,391,False,97.44
372,AF-A0A3Q2Y0W9-F1-mo,77,1189,True,100.0
373,AF-A0A3Q2Y0W9-F1-mo,77,1189,False,100.0
374,AF-A0A4D9EAT4-F1-mo,78,1184,True,100.0
375,AF-A0A4D9EAT4-F1-mo,78,1184,False,100.0
376,AF-A0ABD1CZ18-F1-mo,79,1183,True,100.0
377,AF-A0ABD1CZ18-F1-mo,79,1183,False,100.0
378,AF-A0A915EHD0-F1-mo,80,1183,True,100.0
379,AF-A0A915EHD0-F1-mo,80,1183,False,100.0
380,AF-A0A132A596-F1-mo,81,1181,True,100.0
381,AF-A0AAV7IMW3-F1-mo,82,1179,True,100.0
382,AF-A0AAV7IMW3-F1-mo,82,1179,False,100.0
383,AF-A0A8S1WAT3-F1-mo,83,1179,True,100.0
384,AF-A0A8S1WAT3-F1-mo,83,1179,False,100.0
385,AF-A0A3Q0JIM1-F1-mo,84,1174,True,100.0
386,AF-A0A3Q0JIM1-F1-mo,84,1174,False,100.0
387,AF-A0AA88GF15-F1-mo,85,1174,True,100.0
388,AF-A0AA88GF15-F1-mo,85,1174,False,100.0
389,AF-A0AAF3J5Y6-F1-mo,86,1170,True,100.0
390,AF-A0AAF3J5Y6-F1-mo,86,1170,False,100.0
391,AF-A0AAV6KZH3-F1-mo,87,1170,True,100.0
392,AF-A0A9Q0IW25-F1-mo,88,1169,True,100.0
393,AF-A0A9Q0IW25-F1-mo,88,1169,False,100.0
394,AF-A0A820BCF8-F1-mo,89,1034,False,99.71
395,AF-A0A818JV57-F1-mo,89,1168,True,100.0
396,AF-A0A820T118-F1-mo,89,228,False,97.81
397,AF-A0A8S3GWF1-F1-mo,89,203,False,98.52
398,AF-A0A8S3HYP1-F1-mo,89,121,False,99.17
399,AF-A0A820T118-F1-mo,89,228,False,97.81
400,AF-A0A820BCF8-F1-mo,89,1034,False,99.71
401,AF-A0A8S3GWF1-F1-mo,89,203,False,98.52
402,AF-A0A818JV57-F1-mo,89,1168,False,100.0
403,AF-A0A4Y7L8I8-F1-mo,90,1168,True,100.0
404,AF-A0A158PKC0-F1-mo,91,1167,True,100.0
405,AF-A0A158PKC0-F1-mo,91,1167,False,100.0
406,AF-A0A0B2VML1-F1-mo,92,1167,True,100.0
407,AF-A0A0B2VML1-F1-mo,92,1167,False,100.0
408,AF-A0A1I8EI99-F1-mo,93,1166,True,100.0
409,AF-A0A1I8EI99-F1-mo,93,1166,False,100.0
410,AF-A0AA35WA03-F1-mo,94,1165,True,100.0
411,AF-A0AA35RMT7-F1-mo,94,618,False,96.76
412,AF-A0AA35WA03-F1-mo,94,1165,False,100.0
413,AF-A0AA35RMT7-F1-mo,94,618,False,96.76
414,AF-A0A267FGS4-F1-mo,95,1165,True,100.0
415,AF-A0A1I8IXD7-F1-mo,95,643,False,97.98
416,AF-A0A267FGS4-F1-mo,95,1165,False,100.0
417,AF-A0A1I8IXD7-F1-mo,95,643,False,97.98
418,AF-A0AAN9VLX4-F1-mo,96,1161,True,100.0
419,AF-A0AAN9VLX4-F1-mo,96,1161,False,100.0
420,AF-A0A7R9CMV8-F1-mo,97,1161,True,100.0
421,AF-A0A7R9CMV8-F1-mo,97,1161,False,100.0
422,AF-A0A8C8DMC3-F1-mo,98,1160,True,100.0
423,AF-A0A8C8DMC3-F1-mo,98,1160,False,100.0
424,AF-A0ABD1CZ82-F1-mo,99,1156,True,100.0
425,AF-A0ABD1CZ82-F1-mo,99,1156,False,100.0
426,AF-A0AA35RM69-F1-mo,100,1153,True,100.0
427,AF-A0AA35RLB5-F1-mo,100,982,False,98.57
428,AF-A0AA35RND2-F1-mo,100,678,False,98.23
429,AF-A0AA35RM69-F1-mo,100,1153,False,100.0
430,AF-A0AA35RLB5-F1-mo,100,982,False,98.57
431,AF-A0AA35RND2-F1-mo,100,678,False,98.23
432,AF-A0A5C6P1S9-F1-mo,101,1152,True,100.0
433,AF-A0A5C6P1S9-F1-mo,101,1152,False,100.0
434,AF-A0A8B7DUG8-F1-mo,102,1151,True,100.0
435,AF-T2M4Y1-F1-model_,102,543,False,100.0
436,AF-A0A8B7E3E3-F1-mo,102,369,False,100.0
437,AF-A0A8B7DUG8-F1-mo,102,1151,False,100.0
438,AF-T2M4Y1-F1-model_,102,543,False,100.0
439,AF-A0A8B7E3E3-F1-mo,102,369,False,100.0
440,AF-A0A183GYL3-F1-mo,103,1148,True,100.0
441,AF-A0A183GYL3-F1-mo,103,1148,False,100.0
442,AF-A0A915M3J2-F1-mo,104,1147,True,100.0
443,AF-A0A915M3J2-F1-mo,104,1147,False,100.0
444,AF-A0A818S591-F1-mo,105,1147,True,100.0
445,AF-A0A818S591-F1-mo,105,1147,False,100.0
446,AF-A0A226EKW9-F1-mo,106,1146,True,100.0
447,AF-A0A226EKW9-F1-mo,106,1146,False,100.0
